Drug_Query	Drug_Found	Target_Name	Target_Type	Target_UniProt	Target_Species	Database	Reference	Assay_Type	Assay_Relation	Assay_Value	EvidenceLevel_Assigned
Ranolazine	Ranolazine	CACNA1C	Protein	Q13936	Homo sapiens	DrugBank	16640453	NA	NA	NA	II
Ranolazine	Ranolazine	CACNA1C	Protein	Q13936	Homo sapiens	DrugBank	26459200	NA	NA	NA	II
Ranolazine	Ranolazine	CACNA1C	Protein	Q13936	Homo sapiens	DrugBank	23472826	NA	NA	NA	II
Ranolazine	Ranolazine	CACNA1C	Protein	Q13936	Homo sapiens	DrugBank	16520744	NA	NA	NA	II
Ranolazine	Ranolazine	KCNJ12	Protein	Q14500	Homo sapiens	DrugBank	26979079	NA	NA	NA	II
Ranolazine	Ranolazine	KCNJ12	Protein	Q14500	Homo sapiens	DrugBank	16640453	NA	NA	NA	II
Ranolazine	Ranolazine	KCNJ12	Protein	Q14500	Homo sapiens	DrugBank	26459200	NA	NA	NA	II
Ranolazine	Ranolazine	SCN1A	Protein	P35498	Homo sapiens	DrugBank	26979079	NA	NA	NA	II
Ranolazine	Ranolazine	SCN1A	Protein	P35498	Homo sapiens	DrugBank	16640453	NA	NA	NA	II
Ranolazine	Ranolazine	SCN1A	Protein	P35498	Homo sapiens	DrugBank	26459200	NA	NA	NA	II
Ranolazine	Ranolazine	ADRA1A	Protein	P35348	Homo sapiens	DrugBank	26185330	NA	NA	NA	II
Ranolazine	Ranolazine	ADRA1A	Protein	P35348	Homo sapiens	DrugBank	21633249	NA	NA	NA	II
Ranolazine	Ranolazine	ADRA1A	Protein	P35348	Homo sapiens	DrugBank	26655634	NA	NA	NA	II
Ranolazine	Ranolazine	ADRA1A	Protein	P35348	Homo sapiens	DrugBank	26979079	NA	NA	NA	II
Ranolazine	Ranolazine	ADRA1A	Protein	P35348	Homo sapiens	DrugBank	16640453	NA	NA	NA	II
Ranolazine	Ranolazine	ADRA1A	Protein	P35348	Homo sapiens	DrugBank	26459200	NA	NA	NA	II
Ranolazine	Ranolazine	ADRA1A	Protein	P35348	Homo sapiens	DrugBank	23472826	NA	NA	NA	II
Ranolazine	Ranolazine	ADRA1A	Protein	P35348	Homo sapiens	DrugBank	16520744	NA	NA	NA	II
Necitumumab	Necitumumab	EGFR	Protein	P00533	Homo sapiens	DrugBank	20197484	NA	NA	NA	II
Necitumumab	Necitumumab	EGFR	Protein	P00533	Homo sapiens	IUPHAR	NA_IUPHAR	Kd	=	0.319999993	I
Pemetrexed	Pemetrexed	GART	Protein	P22102	Homo sapiens	DrugBank	11524555	NA	NA	NA	II
Pemetrexed	Pemetrexed	GART	Protein	P22102	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Pemetrexed	Pemetrexed	GART	Protein	P22102	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Pemetrexed	Pemetrexed	GART	Protein	P22102	Homo sapiens	DrugBank	11841783	NA	NA	NA	II
Pemetrexed	Pemetrexed	GART	Protein	P22102	Homo sapiens	DrugBank	12023793	NA	NA	NA	II
Pemetrexed	Pemetrexed	GART	Protein	P22102	Homo sapiens	DrugBank	12571811	NA	NA	NA	II
Pemetrexed	Pemetrexed	GART	Protein	P22102	Homo sapiens	DrugBank	11763166	NA	NA	NA	II
Pemetrexed	Pemetrexed	GART	Protein	P22102	Homo sapiens	DrugBank	11742712	NA	NA	NA	II
Pemetrexed	Pemetrexed	GART	Protein	P22102	Homo sapiens	DrugBank	14596699	NA	NA	NA	II
Pemetrexed	Pemetrexed	GART	Protein	P22102	Homo sapiens	DrugBank	11848474	NA	NA	NA	II
Pemetrexed	Pemetrexed	GART	Protein	P22102	Homo sapiens	DrugBank	11531245	NA	NA	NA	II
Pemetrexed	Pemetrexed	GART	Protein	P22102	Homo sapiens	DrugBank	15795320	NA	NA	NA	II
Pemetrexed	Pemetrexed	GART	Protein	P22102	Homo sapiens	DrugBank	11252887	NA	NA	NA	II
Pemetrexed	Pemetrexed	GART	Protein	P22102	Homo sapiens	DrugBank	19549896	NA	NA	NA	II
Pemetrexed	Pemetrexed	ATIC	Protein	P31939	Homo sapiens	DrugBank	12571811	NA	NA	NA	II
Pemetrexed	Pemetrexed	ATIC	Protein	P31939	Homo sapiens	DrugBank	11763166	NA	NA	NA	II
Pemetrexed	Pemetrexed	ATIC	Protein	P31939	Homo sapiens	DrugBank	11524555	NA	NA	NA	II
Pemetrexed	Pemetrexed	ATIC	Protein	P31939	Homo sapiens	DrugBank	14596699	NA	NA	NA	II
Pemetrexed	Pemetrexed	ATIC	Protein	P31939	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Pemetrexed	Pemetrexed	ATIC	Protein	P31939	Homo sapiens	DrugBank	11742712	NA	NA	NA	II
Pemetrexed	Pemetrexed	ATIC	Protein	P31939	Homo sapiens	DrugBank	11848474	NA	NA	NA	II
Pemetrexed	Pemetrexed	ATIC	Protein	P31939	Homo sapiens	DrugBank	15795320	NA	NA	NA	II
Pemetrexed	Pemetrexed	ATIC	Protein	P31939	Homo sapiens	DrugBank	11531245	NA	NA	NA	II
Pemetrexed	Pemetrexed	ATIC	Protein	P31939	Homo sapiens	DrugBank	12023793	NA	NA	NA	II
Pemetrexed	Pemetrexed	ATIC	Protein	P31939	Homo sapiens	DrugBank	11252887	NA	NA	NA	II
Pemetrexed	Pemetrexed	ATIC	Protein	P31939	Homo sapiens	DrugBank	19549896	NA	NA	NA	II
Pemetrexed	Pemetrexed	Gart	Protein	Q64737	null	IUPHAR	9762351	Ki	=	9300	III
Pemetrexed	Pemetrexed	TYMS	Protein	P04818	Homo sapiens	DrugBank	12571811	NA	NA	NA	II
Pemetrexed	Pemetrexed	TYMS	Protein	P04818	Homo sapiens	DrugBank	11763166	NA	NA	NA	II
Pemetrexed	Pemetrexed	TYMS	Protein	P04818	Homo sapiens	DrugBank	14596699	NA	NA	NA	II
Pemetrexed	Pemetrexed	TYMS	Protein	P04818	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Pemetrexed	Pemetrexed	TYMS	Protein	P04818	Homo sapiens	DrugBank	11742712	NA	NA	NA	II
Pemetrexed	Pemetrexed	TYMS	Protein	P04818	Homo sapiens	DrugBank	11524555	NA	NA	NA	II
Pemetrexed	Pemetrexed	TYMS	Protein	P04818	Homo sapiens	DrugBank	11848474	NA	NA	NA	II
Pemetrexed	Pemetrexed	TYMS	Protein	P04818	Homo sapiens	DrugBank	15795320	NA	NA	NA	II
Pemetrexed	Pemetrexed	TYMS	Protein	P04818	Homo sapiens	DrugBank	11531245	NA	NA	NA	II
Pemetrexed	Pemetrexed	TYMS	Protein	P04818	Homo sapiens	DrugBank	12023793	NA	NA	NA	II
Pemetrexed	Pemetrexed	TYMS	Protein	P04818	Homo sapiens	DrugBank	11252887	NA	NA	NA	II
Pemetrexed	Pemetrexed	TYMS	Protein	P04818	Homo sapiens	IUPHAR	9762351	Ki	=	109	III
Pemetrexed	Pemetrexed	DHFR	Protein	P00374	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Pemetrexed	Pemetrexed	DHFR	Protein	P00374	Homo sapiens	DrugBank	11524555	NA	NA	NA	II
Pemetrexed	Pemetrexed	DHFR	Protein	P00374	Homo sapiens	DrugBank	11841783	NA	NA	NA	II
Pemetrexed	Pemetrexed	DHFR	Protein	P00374	Homo sapiens	DrugBank	12023793	NA	NA	NA	II
Pemetrexed	Pemetrexed	DHFR	Protein	P00374	Homo sapiens	DrugBank	12571811	NA	NA	NA	II
Pemetrexed	Pemetrexed	DHFR	Protein	P00374	Homo sapiens	DrugBank	11763166	NA	NA	NA	II
Pemetrexed	Pemetrexed	DHFR	Protein	P00374	Homo sapiens	DrugBank	14596699	NA	NA	NA	II
Pemetrexed	Pemetrexed	DHFR	Protein	P00374	Homo sapiens	DrugBank	11742712	NA	NA	NA	II
Pemetrexed	Pemetrexed	DHFR	Protein	P00374	Homo sapiens	DrugBank	11848474	NA	NA	NA	II
Pemetrexed	Pemetrexed	DHFR	Protein	P00374	Homo sapiens	DrugBank	15795320	NA	NA	NA	II
Pemetrexed	Pemetrexed	DHFR	Protein	P00374	Homo sapiens	DrugBank	11531245	NA	NA	NA	II
Pemetrexed	Pemetrexed	DHFR	Protein	P00374	Homo sapiens	DrugBank	11252887	NA	NA	NA	II
Pemetrexed	Pemetrexed	DHFR	Protein	P00374	Homo sapiens	DrugBank	19549896	NA	NA	NA	II
Pemetrexed	Pemetrexed	DHFR	Protein	P00374	Homo sapiens	IUPHAR	9762351	Ki	=	7	III
Pemetrexed	Pemetrexed	DHFR	Protein	P00374	Homo sapiens	IUPHAR	16078850	Ki	=	7	III
Rofecoxib	Rofecoxib	PTGS2	Protein	P35354	Homo sapiens	IUPHAR	10377455	NA	NA	NA	II
Rofecoxib	Rofecoxib	PTGS2	Protein	P35354	Homo sapiens	DrugBank	18922570	NA	NA	NA	II
Rofecoxib	Rofecoxib	PTGS2	Protein	P35354	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Rofecoxib	Rofecoxib	PTGS2	Protein	P35354	Homo sapiens	DrugBank	10693877	NA	NA	NA	II
Rofecoxib	Rofecoxib	PTGS2	Protein	P35354	Homo sapiens	DrugBank	10643177	NA	NA	NA	II
Rofecoxib	Rofecoxib	PTGS2	Protein	P35354	Homo sapiens	DrugBank	20166930	NA	NA	NA	II
Rofecoxib	Rofecoxib	PTGS2	Protein	P35354	Homo sapiens	DrugBank	10566562	NA	NA	NA	II
Rofecoxib	Rofecoxib	PTGS2	Protein	P35354	Homo sapiens	DrugBank	20724158	NA	NA	NA	II
Rofecoxib	Rofecoxib	PTGS2	Protein	P35354	Homo sapiens	DrugBank	10580458	NA	NA	NA	II
Rofecoxib	Rofecoxib	PTGS2	Protein	P35354	Homo sapiens	DrugBank	10555907	NA	NA	NA	II
Rofecoxib	Rofecoxib	PTGS2	Protein	P35354	Homo sapiens	DrugBank	11398914	NA	NA	NA	II
Rofecoxib	Rofecoxib	ELN	Protein	P15502	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Rofecoxib	Rofecoxib	ELN	Protein	P15502	Homo sapiens	DrugBank	10643177	NA	NA	NA	II
Rofecoxib	Rofecoxib	ELN	Protein	P15502	Homo sapiens	DrugBank	20724158	NA	NA	NA	II
Rofecoxib	Rofecoxib	ELN	Protein	P15502	Homo sapiens	DrugBank	10555907	NA	NA	NA	II
Rofecoxib	Rofecoxib	ELN	Protein	P15502	Homo sapiens	DrugBank	11398914	NA	NA	NA	II
Rofecoxib	Rofecoxib	ELN	Protein	P15502	Homo sapiens	DrugBank	17164475	NA	NA	NA	II
Rofecoxib	Rofecoxib	ELN	Protein	P15502	Homo sapiens	DrugBank	16679386	NA	NA	NA	II
Rofecoxib	Rofecoxib	ELN	Protein	P15502	Homo sapiens	DrugBank	18922570	NA	NA	NA	II
Rofecoxib	Rofecoxib	ELN	Protein	P15502	Homo sapiens	DrugBank	10693877	NA	NA	NA	II
Rofecoxib	Rofecoxib	ELN	Protein	P15502	Homo sapiens	DrugBank	20166930	NA	NA	NA	II
Rofecoxib	Rofecoxib	ELN	Protein	P15502	Homo sapiens	DrugBank	10566562	NA	NA	NA	II
Rofecoxib	Rofecoxib	ELN	Protein	P15502	Homo sapiens	DrugBank	10580458	NA	NA	NA	II
Rofecoxib	Rofecoxib	ELN	Protein	P15502	Homo sapiens	DrugBank	17620346	NA	NA	NA	II
Talimogene Laherparepvec	Talimogene Laherparepvec	DNA polymerase catalytic subunit	Protein	P04293	null	DrugBank	15056211	NA	NA	NA	II
Talimogene Laherparepvec	Talimogene Laherparepvec	DNA polymerase catalytic subunit	Protein	P09252	null	DrugBank	15056211	NA	NA	NA	II
CSF-1R Inhibitor BLZ945	CSF-1R Inhibitor BLZ945	KIT	Protein	P10721	Homo sapiens	IUPHAR	24498562	IC50	=	3880	III
CSF-1R Inhibitor BLZ945	CSF-1R Inhibitor BLZ945	PDGFRB	Protein	P09619	Homo sapiens	IUPHAR	24498562	IC50	=	5860	III
CSF-1R Inhibitor BLZ945	CSF-1R Inhibitor BLZ945	CSF1R	Protein	P07333	Homo sapiens	IUPHAR	24498562	IC50	=	1	III
Flutamide	Flutamide	AR	Protein	P10275	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Flutamide	Flutamide	AR	Protein	P10275	Homo sapiens	DrugBank	10822172	NA	NA	NA	II
Flutamide	Flutamide	AR	Protein	P10275	Homo sapiens	DrugBank	10500149	NA	NA	NA	II
Flutamide	Flutamide	AR	Protein	P10275	Homo sapiens	DrugBank	12231070	NA	NA	NA	II
Flutamide	Flutamide	AR	Protein	P10275	Homo sapiens	DrugBank	10879806	NA	NA	NA	II
Flutamide	Flutamide	AR	Protein	P10275	Homo sapiens	DrugBank	10752671	NA	NA	NA	II
Flutamide	Flutamide	AR	Protein	P10275	Homo sapiens	DrugBank	11162924	NA	NA	NA	II
Flutamide	Flutamide	AR	Protein	P10275	Homo sapiens	IUPHAR	18571420	Ki	=	3700	III
Flutamide	Flutamide	AHR	Protein	P35869	Homo sapiens	DrugBank	17327465	NA	NA	NA	II
Flutamide	Flutamide	AHR	Protein	P35869	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Flutamide	Flutamide	AHR	Protein	P35869	Homo sapiens	DrugBank	10822172	NA	NA	NA	II
Flutamide	Flutamide	AHR	Protein	P35869	Homo sapiens	DrugBank	10500149	NA	NA	NA	II
Flutamide	Flutamide	AHR	Protein	P35869	Homo sapiens	DrugBank	12231070	NA	NA	NA	II
Flutamide	Flutamide	AHR	Protein	P35869	Homo sapiens	DrugBank	10879806	NA	NA	NA	II
Flutamide	Flutamide	AHR	Protein	P35869	Homo sapiens	DrugBank	10752671	NA	NA	NA	II
Flutamide	Flutamide	AHR	Protein	P35869	Homo sapiens	DrugBank	11162924	NA	NA	NA	II
Flutamide	Flutamide	NR1I2	Protein	O75469	Homo sapiens	DrugBank	17327465	NA	NA	NA	II
Flutamide	Flutamide	NR1I2	Protein	O75469	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Flutamide	Flutamide	NR1I2	Protein	O75469	Homo sapiens	DrugBank	10822172	NA	NA	NA	II
Flutamide	Flutamide	NR1I2	Protein	O75469	Homo sapiens	DrugBank	10500149	NA	NA	NA	II
Flutamide	Flutamide	NR1I2	Protein	O75469	Homo sapiens	DrugBank	12231070	NA	NA	NA	II
Flutamide	Flutamide	NR1I2	Protein	O75469	Homo sapiens	DrugBank	10879806	NA	NA	NA	II
Flutamide	Flutamide	NR1I2	Protein	O75469	Homo sapiens	DrugBank	10752671	NA	NA	NA	II
Flutamide	Flutamide	NR1I2	Protein	O75469	Homo sapiens	DrugBank	11162924	NA	NA	NA	II
Flutamide	Flutamide	NR1I2	Protein	O75469	Homo sapiens	DrugBank	18839173	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RB	Protein	P14784	Homo sapiens	DrugBank	16617454	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RB	Protein	P14784	Homo sapiens	DrugBank	16596189	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RB	Protein	P14784	Homo sapiens	DrugBank	16569767	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RB	Protein	P14784	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RB	Protein	P14784	Homo sapiens	DrugBank	16542139	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RB	Protein	P14784	Homo sapiens	DrugBank	16477002	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RA	Protein	P01589	Homo sapiens	DrugBank	16864089	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RA	Protein	P01589	Homo sapiens	DrugBank	17584597	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RA	Protein	P01589	Homo sapiens	DrugBank	16767920	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RA	Protein	P01589	Homo sapiens	DrugBank	16617454	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RA	Protein	P01589	Homo sapiens	DrugBank	16596189	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RA	Protein	P01589	Homo sapiens	DrugBank	16569767	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RA	Protein	P01589	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RA	Protein	P01589	Homo sapiens	DrugBank	16542139	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RA	Protein	P01589	Homo sapiens	DrugBank	16477002	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RA	Protein	P01589	Homo sapiens	DrugBank	10207608	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RA	Protein	P01589	Homo sapiens	DrugBank	17530023	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RA	Protein	P01589	Homo sapiens	DrugBank	17216565	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RG	Protein	P31785	Homo sapiens	DrugBank	16767920	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RG	Protein	P31785	Homo sapiens	DrugBank	16569767	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RG	Protein	P31785	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RG	Protein	P31785	Homo sapiens	DrugBank	16542139	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RG	Protein	P31785	Homo sapiens	DrugBank	16477002	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RG	Protein	P31785	Homo sapiens	DrugBank	10207608	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RG	Protein	P31785	Homo sapiens	DrugBank	17530023	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RG	Protein	P31785	Homo sapiens	DrugBank	16864089	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RG	Protein	P31785	Homo sapiens	DrugBank	17584597	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RG	Protein	P31785	Homo sapiens	DrugBank	16617454	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RG	Protein	P31785	Homo sapiens	DrugBank	16596189	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RG	Protein	P31785	Homo sapiens	DrugBank	17363735	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RG	Protein	P31785	Homo sapiens	DrugBank	17598841	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RG	Protein	P31785	Homo sapiens	DrugBank	17635814	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RG	Protein	P31785	Homo sapiens	DrugBank	17083048	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RG	Protein	P31785	Homo sapiens	DrugBank	17216565	NA	NA	NA	II
Denileukin Diftitox	Denileukin Diftitox	IL2RG	Protein	P31785	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Denileukin Diftitox	Denileukin Diftitox	IL2RG	Protein	P31785	Homo sapiens	DrugBank	17187516	NA	NA	NA	II
Denileukin Diftitox	Denileukin Diftitox	IL2RG	Protein	P31785	Homo sapiens	DrugBank	15811959	NA	NA	NA	II
Denileukin Diftitox	Denileukin Diftitox	IL2RG	Protein	P31785	Homo sapiens	DrugBank	18684057	NA	NA	NA	II
Denileukin Diftitox	Denileukin Diftitox	IL2RG	Protein	P31785	Homo sapiens	DrugBank	3124610	NA	NA	NA	II
Denileukin Diftitox	Denileukin Diftitox	IL2RG	Protein	P31785	Homo sapiens	DrugBank	16516670	NA	NA	NA	II
Denileukin Diftitox	Denileukin Diftitox	IL2RG	Protein	P31785	Homo sapiens	DrugBank	2786749	NA	NA	NA	II
Denileukin Diftitox	Denileukin Diftitox	IL2RG	Protein	P31785	Homo sapiens	DrugBank	11707860	NA	NA	NA	II
Denileukin Diftitox	Denileukin Diftitox	IL2RA	Protein	P01589	Homo sapiens	DrugBank	17187516	NA	NA	NA	II
Denileukin Diftitox	Denileukin Diftitox	IL2RA	Protein	P01589	Homo sapiens	DrugBank	18684057	NA	NA	NA	II
Denileukin Diftitox	Denileukin Diftitox	IL2RA	Protein	P01589	Homo sapiens	DrugBank	3124610	NA	NA	NA	II
Denileukin Diftitox	Denileukin Diftitox	IL2RA	Protein	P01589	Homo sapiens	DrugBank	2786749	NA	NA	NA	II
Denileukin Diftitox	Denileukin Diftitox	IL2RB	Protein	P14784	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Denileukin Diftitox	Denileukin Diftitox	IL2RB	Protein	P14784	Homo sapiens	DrugBank	17187516	NA	NA	NA	II
Denileukin Diftitox	Denileukin Diftitox	IL2RB	Protein	P14784	Homo sapiens	DrugBank	18684057	NA	NA	NA	II
Denileukin Diftitox	Denileukin Diftitox	IL2RB	Protein	P14784	Homo sapiens	DrugBank	15811959	NA	NA	NA	II
Denileukin Diftitox	Denileukin Diftitox	IL2RB	Protein	P14784	Homo sapiens	DrugBank	3124610	NA	NA	NA	II
Denileukin Diftitox	Denileukin Diftitox	IL2RB	Protein	P14784	Homo sapiens	DrugBank	16516670	NA	NA	NA	II
Denileukin Diftitox	Denileukin Diftitox	IL2RB	Protein	P14784	Homo sapiens	DrugBank	2786749	NA	NA	NA	II
AST-487	AST-487	RET	Protein	P07949	Homo sapiens	IUPHAR	17638907	IC50	=	880	III
AST-487	AST-487	FLT3	Protein	P36888	Homo sapiens	IUPHAR	22037378	Kd	=	0.790000021	III
AST-487	AST-487	FLT3	Protein	P36888	Homo sapiens	IUPHAR	17638907	IC50	=	520	III
AST-487	AST-487	FLT3	Protein	P36888	Homo sapiens	IUPHAR	18820131	Ki	=	120	III
AST-487	AST-487	KDR	Protein	P35968	Homo sapiens	IUPHAR	17638907	IC50	=	170	III
AST-487	AST-487	KIT	Protein	P10721	Homo sapiens	IUPHAR	17638907	IC50	=	500	III
Irinotecan	Irinotecan	TOP1	Protein	P11387	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Irinotecan	Irinotecan	TOP1	Protein	P11387	Homo sapiens	DrugBank	15975002	NA	NA	NA	II
Irinotecan	Irinotecan	TOP1	Protein	P11387	Homo sapiens	DrugBank	15170677	NA	NA	NA	II
Irinotecan	Irinotecan	TOP1	Protein	P11387	Homo sapiens	DrugBank	16454746	NA	NA	NA	II
Irinotecan	Irinotecan	TOP1	Protein	P11387	Homo sapiens	DrugBank	19852077	NA	NA	NA	II
Irinotecan	Irinotecan	TOP1	Protein	P11387	Homo sapiens	DrugBank	16309825	NA	NA	NA	II
Irinotecan	Irinotecan	TOP1	Protein	P11387	Homo sapiens	DrugBank	15255290	NA	NA	NA	II
Irinotecan	Irinotecan	TOP1	Protein	P11387	Homo sapiens	DrugBank	9342501	NA	NA	NA	II
Dacarbazine	Dacarbazine	POLA2	Protein	Q14181	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Dacarbazine	Dacarbazine	POLA2	Protein	Q14181	Homo sapiens	DrugBank	3098406	NA	NA	NA	II
Dacarbazine	Dacarbazine	POLA2	Protein	Q14181	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Dubermatinib	Dubermatinib	AXL	Protein	P30530	Homo sapiens	IUPHAR	22247788	IC50	=	27	III
Dubermatinib	Dubermatinib	AURKA	Protein	O14965	Homo sapiens	IUPHAR	22247788	IC50	=	3	III
Dubermatinib	Dubermatinib	AURKB	Protein	Q96GD4	Homo sapiens	IUPHAR	22247788	IC50	=	12.39999962	III
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1B	Protein	P28222	Homo sapiens	DrugBank	11763467	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1B	Protein	P28222	Homo sapiens	DrugBank	15740177	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1B	Protein	P28222	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1B	Protein	P28222	Homo sapiens	DrugBank	19320280	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1B	Protein	P28222	Homo sapiens	DrugBank	10517265	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1B	Protein	P28222	Homo sapiens	DrugBank	12032025	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1B	Protein	P28222	Homo sapiens	DrugBank	20098535	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1B	Protein	P28222	Homo sapiens	DrugBank	17269994	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1B	Protein	P28222	Homo sapiens	DrugBank	2164935	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1B	Protein	P28222	Homo sapiens	DrugBank	8588861	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1B	Protein	P28222	Homo sapiens	DrugBank	9506240	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1B	Protein	P28222	Homo sapiens	DrugBank	11919526	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1B	Protein	P28222	Homo sapiens	DrugBank	11972287	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1B	Protein	P28222	Homo sapiens	DrugBank	10065930	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR4	Protein	Q13639	Homo sapiens	DrugBank	11763467	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR4	Protein	Q13639	Homo sapiens	DrugBank	15740177	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR4	Protein	Q13639	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR4	Protein	Q13639	Homo sapiens	DrugBank	19320280	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR4	Protein	Q13639	Homo sapiens	DrugBank	10517265	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR4	Protein	Q13639	Homo sapiens	DrugBank	12032025	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR4	Protein	Q13639	Homo sapiens	DrugBank	20098535	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR4	Protein	Q13639	Homo sapiens	DrugBank	17269994	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR4	Protein	Q13639	Homo sapiens	DrugBank	2164935	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR4	Protein	Q13639	Homo sapiens	DrugBank	8588861	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR4	Protein	Q13639	Homo sapiens	DrugBank	9506240	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR4	Protein	Q13639	Homo sapiens	DrugBank	11919526	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR4	Protein	Q13639	Homo sapiens	DrugBank	11972287	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR4	Protein	Q13639	Homo sapiens	DrugBank	10065930	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	OPRM1	Protein	P35372	Homo sapiens	DrugBank	11763467	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	OPRM1	Protein	P35372	Homo sapiens	DrugBank	15740177	NA	NA	NA	II
